Team,Conference,Final_Score,Experience,Off_TO_Pct,Def_TO_Pct,Turnover_Margin,KenPom_Rank,AdjEM,AdjOE,AdjDE,AdjOE_Rank,AdjDE_Rank,defensive_rating_score,offensive_rating_score,recent_performance_score,experience_score,turnover_margin_score,Final_Rank,Rank_Change
Louisiana Tech,CUSA,48.005494505494504,1.21,18.9,14.7,-4.199999999999999,127,3.5,108.9,105.4,137,140,60.98901098901099,62.362637362637365,40,20,0.0,151,-24
Illinois St.,MVC,47.82692307692308,1.91,15.9,16.3,0.40000000000000036,132,2.9000000000000057,112.7,109.8,78,237,34.61538461538461,78.57142857142857,40,20,57.417582417582416,152,-20
UTEP,CUSA,47.81318681318681,1.51,16.6,22.0,5.399999999999999,160,0.2000000000000028,105.3,105.1,208,133,63.46153846153846,42.582417582417584,40,20,100.0,153,7
Miami OH,MAC,47.75824175824175,1.28,17.4,19.1,1.7000000000000028,147,1.0999999999999943,108.1,107.0,146,181,50.27472527472527,59.61538461538461,40,20,75.82417582417582,154,-7
Furman,SC,47.7032967032967,1.23,17.0,16.4,-0.6000000000000014,139,2.200000000000003,110.3,108.1,107,199,45.05494505494506,70.6043956043956,40,20,40.10989010989011,155,-16
Temple,Amer,47.58791208791209,2.31,15.7,15.1,-0.5999999999999996,172,-0.7000000000000028,110.1,110.8,108,253,29.67032967032967,70.32967032967034,40,50,41.75824175824176,156,16
Washington St.,WCC,47.58791208791208,1.68,20.3,17.1,-3.1999999999999993,120,3.9000000000000057,111.9,108.0,89,198,45.604395604395606,75.54945054945054,40,20,4.835164835164836,157,-37
UTSA,Amer,47.450549450549445,2.43,15.7,20.6,4.900000000000002,190,-2.3999999999999915,107.4,109.8,161,236,34.61538461538461,55.219780219780226,40,50,100.0,158,32
Kennesaw St.,CUSA,47.26373626373626,1.2,19.7,15.1,-4.6,131,3.0,107.1,104.1,172,114,68.68131868131869,52.197802197802204,40,20,0.0,159,-28
Purdue Fort Wayne,Horz,47.23626373626374,1.91,13.8,20.1,6.300000000000001,158,0.2999999999999971,109.3,109.0,127,218,39.285714285714285,64.83516483516483,40,20,100.0,160,-2
Western Kentucky,CUSA,47.030219780219774,1.76,15.5,17.0,1.5,160,0.2000000000000028,103.5,103.3,234,100,72.52747252747253,35.714285714285715,40,20,71.15384615384616,161,-1
Davidson,A10,46.892857142857146,1.91,14.6,15.4,0.8000000000000007,148,1.0,109.5,108.5,120,207,42.582417582417584,66.75824175824175,40,20,61.81318681318682,162,-14
Norfolk St.,MEAC,46.887362637362635,2.14,18.3,18.6,0.3000000000000007,178,-1.5999999999999943,107.5,109.1,156,222,38.73626373626374,56.59340659340659,40,50,55.769230769230774,163,15
Appalachian St.,SB,46.873626373626365,2.23,16.9,14.7,-2.1999999999999993,169,-0.5,101.2,101.7,277,80,77.74725274725274,23.35164835164835,40,50,20.87912087912088,164,5
South Florida,Amer,46.57142857142857,2.06,16.2,18.3,2.1000000000000014,198,-2.9000000000000057,103.6,106.5,232,165,54.12087912087912,36.26373626373626,40,50,79.12087912087912,165,33
Southeastern Louisiana,Slnd,46.282967032967036,2.14,17.4,18.8,1.4000000000000021,184,-2.200000000000003,105.0,107.2,212,184,49.45054945054945,41.48351648351649,40,50,70.05494505494505,166,18
Texas A&M Corpus Chris,Slnd,46.26098901098901,1.37,17.8,18.3,0.5,150,0.8000000000000114,106.4,105.6,189,145,59.61538461538461,48.07692307692308,40,20,59.065934065934066,167,-17
South Dakota St.,Sum,46.19230769230769,0.77,17.6,12.7,-4.900000000000002,136,2.5,109.7,107.2,115,183,49.45054945054945,67.85714285714286,40,20,0.0,168,-32
UNC Asheville,BSth,45.84615384615384,2.2,14.8,18.0,3.1999999999999993,201,-3.200000000000003,109.1,112.3,133,281,22.252747252747252,63.46153846153846,40,50,92.63736263736264,169,32
Maine,AE,45.55494505494505,2.25,15.5,21.9,6.399999999999999,221,-4.6000000000000085,100.1,104.7,296,128,64.83516483516483,18.681318681318682,40,50,100.0,170,51
Montana St.,BSky,45.28021978021978,2.12,15.1,15.3,0.20000000000000107,187,-2.299999999999997,105.2,107.5,210,189,47.8021978021978,42.30769230769231,40,50,54.94505494505495,171,16
UC Riverside,BW,44.98351648351649,1.24,16.0,15.6,-0.40000000000000036,158,0.2999999999999971,109.8,109.5,111,230,36.81318681318682,68.95604395604396,40,20,45.05494505494506,172,-14
Cornell,Ivy,44.94230769230769,1.43,16.8,15.3,-1.5,129,3.299999999999997,115.0,111.7,60,271,25.0,83.24175824175825,40,20,29.395604395604398,173,-44
Nicholls,Slnd,44.92857142857142,1.97,15.3,16.7,1.3999999999999986,167,-0.2999999999999971,106.0,106.3,198,156,56.31868131868132,45.32967032967033,40,20,68.68131868131869,174,-7
Lamar,Slnd,44.667582417582416,1.2,19.0,17.7,-1.3000000000000007,157,0.3000000000000113,102.4,102.1,250,86,76.0989010989011,31.043956043956044,40,20,30.494505494505496,175,-18
Florida Gulf Coast,ASun,44.35989010989011,2.15,16.2,14.1,-2.0999999999999996,179,-1.7999999999999972,107.2,109.0,170,219,39.285714285714285,53.02197802197802,40,50,23.35164835164835,176,3
Merrimack,MAAC,44.26923076923077,1.29,13.8,23.2,9.399999999999999,183,-2.1999999999999886,99.9,102.1,297,87,76.0989010989011,18.13186813186813,40,20,100.0,177,6
Radford,BSth,44.15934065934066,1.01,17.7,16.5,-1.1999999999999993,151,0.5999999999999943,110.5,109.9,104,239,33.791208791208796,71.42857142857143,40,20,31.868131868131865,178,-27
South Carolina St.,MEAC,43.925824175824175,1.33,19.9,22.8,2.900000000000002,192,-2.5,102.6,105.1,247,132,63.46153846153846,32.142857142857146,40,20,84.89010989010988,179,13
Nebraska Omaha,Sum,43.54120879120879,1.79,15.6,14.8,-0.7999999999999989,165,-0.0999999999999943,111.0,111.1,97,259,28.57142857142857,73.35164835164835,40,20,39.285714285714285,180,-15
Southeast Missouri,OVC,43.35164835164835,0.91,15.4,19.0,3.5999999999999996,201,-3.200000000000003,102.1,105.3,255,136,62.08791208791209,29.945054945054945,40,20,94.83516483516483,181,20
Miami FL,ACC,43.315934065934066,2.44,16.0,15.0,-1.0,193,-2.5999999999999943,113.5,116.1,72,339,6.868131868131869,80.21978021978022,40,50,33.791208791208796,182,11
Princeton,Ivy,43.30769230769231,1.63,15.2,17.3,2.1000000000000014,177,-1.5,105.4,106.9,206,173,51.373626373626365,43.13186813186813,40,20,79.12087912087912,183,-6
Eastern Kentucky,ASun,43.11813186813187,1.45,13.8,17.8,4.0,187,-2.299999999999997,109.5,111.8,121,274,24.175824175824175,66.75824175824175,40,20,96.75824175824175,184,3
San Jose St.,MWC,43.11538461538461,1.85,17.2,16.7,-0.5,169,-0.5,107.2,107.7,167,193,46.97802197802198,53.02197802197802,40,20,42.30769230769231,185,-16
Central Connecticut,NEC,42.90934065934066,1.63,17.2,18.1,0.9000000000000021,179,-1.7999999999999972,99.9,101.7,298,81,77.74725274725274,18.13186813186813,40,20,62.91208791208791,186,-7
American,PL,42.52472527472528,2.53,16.9,17.7,0.8000000000000007,248,-6.700000000000003,102.5,109.2,248,225,37.91208791208791,31.868131868131865,40,70,61.81318681318682,187,61
Illinois Chicago,MVC,42.45604395604395,1.95,17.5,15.8,-1.6999999999999993,169,-0.5,107.3,107.8,166,196,46.15384615384615,54.395604395604394,40,20,25.82417582417583,188,-19
Seton Hall,BE,42.1978021978022,1.74,19.1,22.2,3.099999999999998,204,-3.4000000000000057,98.8,102.2,315,89,75.27472527472527,13.461538461538462,40,20,91.53846153846155,189,15
Oakland,Horz,41.98901098901099,1.27,18.0,16.2,-1.8000000000000007,174,-0.8999999999999915,107.4,108.3,159,204,43.956043956043956,55.219780219780226,40,20,24.725274725274726,190,-16
North Dakota St.,Sum,41.98901098901099,1.49,15.6,11.1,-4.5,135,2.700000000000003,115.4,112.7,56,296,18.681318681318682,84.61538461538461,40,20,0.0,191,-56
Virginia Tech,ACC,41.9065934065934,1.04,20.1,16.2,-3.900000000000002,163,0.0,106.5,106.5,185,166,54.12087912087912,48.9010989010989,40,20,0.0,192,-29
Youngstown St.,Horz,41.79670329670329,1.88,17.6,18.0,0.3999999999999986,197,-2.8999999999999915,102.4,105.3,249,137,62.08791208791209,31.043956043956044,40,20,57.14285714285714,193,4
Sam Houston St.,CUSA,41.76923076923077,1.35,18.3,17.1,-1.1999999999999993,175,-1.0999999999999943,110.4,111.5,105,265,26.098901098901102,71.15384615384616,40,20,31.868131868131865,194,-19
Ohio,MAC,41.19230769230769,1.84,14.9,17.8,2.9000000000000004,195,-2.799999999999997,106.3,109.1,190,223,38.73626373626374,47.8021978021978,40,20,84.61538461538461,195,0
Abilene Christian,WAC,40.89285714285714,1.34,20.7,24.0,3.3000000000000007,218,-4.599999999999994,97.7,102.3,330,92,74.72527472527473,9.340659340659341,40,20,93.46153846153845,196,22
Portland St.,BSky,40.766483516483525,0.98,18.4,19.6,1.2000000000000028,206,-3.700000000000003,100.5,104.2,289,117,67.58241758241759,20.32967032967033,40,20,67.85714285714286,197,9
Wright St.,Horz,40.39835164835165,2.0,17.8,14.2,-3.6000000000000014,214,-4.299999999999997,109.8,114.1,109,314,13.736263736263737,68.95604395604396,40,50,1.813186813186812,198,16
Jacksonville,ASun,40.31318681318681,1.57,19.5,18.6,-0.8999999999999986,198,-2.9000000000000057,101.5,104.4,272,120,66.75824175824175,25.0,40,20,35.714285714285715,199,-1
UMass Lowell,AE,40.252747252747255,2.52,18.1,14.7,-3.400000000000002,243,-6.399999999999992,108.7,115.1,140,322,10.714285714285714,61.26373626373627,40,70,3.186813186813188,200,43
Central Michigan,MAC,40.175824175824175,1.55,17.6,18.2,0.5999999999999979,198,-2.9000000000000057,105.5,108.4,205,206,43.40659340659341,43.68131868131868,40,20,60.98901098901099,201,-3
Valparaiso,MVC,40.151098901098905,1.4,14.0,17.1,3.1000000000000014,205,-3.5,106.2,109.7,195,233,35.43956043956044,46.42857142857143,40,20,91.81318681318682,202,3
Campbell,CAA,40.01098901098901,1.62,15.8,18.8,3.0,218,-4.599999999999994,101.7,106.3,266,159,56.31868131868132,26.098901098901102,40,20,85.71428571428571,203,15
Hampton,CAA,39.997252747252745,1.83,16.0,18.8,2.8000000000000007,214,-4.299999999999997,103.8,108.1,226,200,45.05494505494506,37.637362637362635,40,20,83.79120879120879,204,10
Cal Poly,BW,39.84615384615385,0.87,20.7,19.1,-1.5999999999999979,182,-2.0999999999999943,109.4,111.5,124,269,26.098901098901102,65.38461538461539,40,20,28.021978021978022,205,-23
Boston College,ACC,39.68131868131868,1.73,17.3,15.5,-1.8000000000000007,181,-2.0,105.4,107.4,207,187,48.35164835164835,43.13186813186813,40,20,24.725274725274726,206,-25
Drexel,CAA,39.68131868131868,0.72,18.6,14.4,-4.200000000000001,184,-2.200000000000003,104.0,106.2,224,153,57.417582417582416,38.18681318681318,40,20,0.0,207,-23
Vermont,AE,39.57967032967033,2.41,17.3,15.7,-1.6000000000000014,240,-6.299999999999997,99.3,105.6,304,147,59.61538461538461,16.208791208791208,40,50,26.64835164835165,208,32
Richmond,A10,39.46978021978022,2.18,15.4,15.8,0.40000000000000036,246,-6.599999999999994,102.9,109.5,241,229,36.81318681318682,33.51648351648351,40,50,57.417582417582416,209,37
Little Rock,OVC,39.43406593406594,1.15,20.4,21.5,1.1000000000000014,225,-4.900000000000006,99.3,104.2,305,118,67.58241758241759,16.208791208791208,40,20,65.93406593406593,210,15
Wyoming,MWC,39.26923076923077,1.79,19.9,15.8,-4.099999999999998,187,-2.299999999999997,103.5,105.8,233,149,58.51648351648352,35.714285714285715,40,20,0.0,211,-24
Quinnipiac,MAAC,39.18681318681318,1.79,17.9,17.1,-0.7999999999999972,213,-4.1000000000000085,102.1,106.2,254,154,57.417582417582416,29.945054945054945,40,20,39.56043956043956,212,1
Dartmouth,Ivy,39.090659340659336,1.58,16.2,13.8,-2.3999999999999986,203,-3.299999999999997,100.3,103.6,294,104,71.15384615384616,19.230769230769234,40,20,19.505494505494507,213,-10
Southern,SWAC,39.090659340659336,0.69,18.5,21.1,2.6000000000000014,231,-5.5,99.2,104.7,307,127,64.83516483516483,15.10989010989011,40,20,82.14285714285714,214,17
Longwood,BSth,38.93956043956044,1.78,18.0,20.7,2.6999999999999993,210,-3.9000000000000057,106.1,110.0,196,242,33.51648351648351,45.879120879120876,40,20,82.41758241758241,215,-5
SIUE,OVC,38.85714285714286,1.53,17.2,17.1,-0.09999999999999787,217,-4.5,101.8,106.3,261,158,56.31868131868132,28.021978021978022,40,20,51.098901098901095,216,1
Massachusetts,A10,38.82967032967033,1.31,16.1,17.5,1.3999999999999986,223,-4.800000000000011,102.1,106.9,253,174,51.373626373626365,29.945054945054945,40,20,68.68131868131869,217,6
Texas St.,SB,38.78846153846153,1.9,18.1,16.0,-2.1000000000000014,194,-2.700000000000003,109.7,112.4,117,286,21.153846153846153,67.85714285714286,40,20,21.703296703296704,218,-24
Northeastern,CAA,38.760989010989015,1.59,18.6,18.2,-0.40000000000000213,208,-3.799999999999997,103.7,107.5,228,190,47.8021978021978,37.362637362637365,40,20,44.230769230769226,219,-11
Toledo,MAC,38.5,1.87,13.7,15.4,1.700000000000001,236,-5.799999999999997,112.4,118.2,84,356,2.197802197802198,76.92307692307693,40,20,75.27472527472527,220,16
Northern Kentucky,Horz,38.417582417582416,1.9,17.3,19.9,2.599999999999998,229,-5.299999999999997,102.9,108.2,242,203,44.230769230769226,33.51648351648351,40,20,81.86813186813187,221,8
Rice,Amer,38.1978021978022,1.85,17.8,14.0,-3.8000000000000007,184,-2.200000000000003,106.5,108.7,186,211,41.75824175824176,48.9010989010989,40,20,0.0,222,-38
Brown,Ivy,38.14285714285714,1.71,17.1,15.7,-1.4000000000000021,208,-3.799999999999997,103.2,107.0,236,179,50.27472527472527,35.16483516483517,40,20,30.21978021978022,223,-15
UC Davis,BW,38.11538461538461,1.6,19.7,21.8,2.1000000000000014,250,-7.0,97.0,104.0,335,112,69.23076923076923,7.967032967032966,40,20,79.12087912087912,224,26
Idaho St.,BSky,38.08791208791209,0.67,16.3,17.9,1.5999999999999979,211,-4.0,105.9,109.9,202,241,33.791208791208796,44.505494505494504,40,20,71.97802197802197,225,-14
South Dakota,Sum,37.92307692307692,1.84,12.6,17.3,4.700000000000001,240,-6.299999999999997,109.3,115.6,128,332,8.241758241758241,64.83516483516483,40,20,100.0,226,14
Southern Illinois,MVC,37.89010989010989,1.44,18.3,15.2,-3.1000000000000014,191,-2.4000000000000057,106.0,108.4,199,205,43.40659340659341,45.32967032967033,40,20,5.384615384615385,227,-36
Hofstra,CAA,37.88186813186813,1.4,17.6,16.4,-1.2000000000000028,218,-4.599999999999994,98.0,102.6,326,94,73.9010989010989,10.43956043956044,40,20,31.59340659340659,228,-10
Northern Arizona,BSky,37.629120879120876,2.21,15.2,15.0,-0.1999999999999993,250,-7.0,104.7,111.7,215,273,25.0,40.65934065934066,40,50,48.62637362637363,229,21
Indiana St.,MVC,37.61538461538462,1.11,19.5,15.8,-3.6999999999999993,195,-2.799999999999997,109.4,112.2,126,280,23.076923076923077,65.38461538461539,40,20,1.5384615384615383,230,-35
La Salle,A10,37.34615384615384,1.89,15.5,16.7,1.1999999999999993,230,-5.300000000000011,103.6,108.9,231,214,40.38461538461539,36.26373626373626,40,20,67.03296703296702,231,-1
Incarnate Word,Slnd,37.23626373626374,1.86,17.5,17.4,-0.10000000000000142,223,-4.800000000000011,107.6,112.4,152,285,21.153846153846153,57.96703296703297,40,20,50.0,232,-9
Tulsa,Amer,37.07142857142857,2.67,16.9,14.4,-2.4999999999999982,268,-8.600000000000009,101.6,110.2,270,244,32.967032967032964,25.82417582417583,40,70,18.681318681318682,233,35
Albany,AE,37.0,2.3,15.7,19.8,4.100000000000001,273,-9.200000000000005,103.3,112.5,235,289,20.054945054945055,35.43956043956044,40,50,97.03296703296702,234,39
Presbyterian,BSth,36.57692307692307,1.71,16.2,17.8,1.6000000000000014,233,-5.599999999999994,104.5,110.1,219,243,33.24175824175824,39.83516483516483,40,20,73.07692307692307,235,-2
FIU,CUSA,36.549450549450555,1.23,19.5,20.6,1.1000000000000014,253,-7.599999999999994,96.7,104.3,339,119,67.3076923076923,6.868131868131869,40,20,65.93406593406593,236,17
Elon,CAA,36.467032967032964,1.18,19.1,13.1,-6.000000000000002,206,-3.700000000000003,107.5,111.2,157,261,28.296703296703296,56.59340659340659,40,20,0.0,237,-31
Pepperdine,WCC,36.21978021978022,1.19,16.1,15.3,-0.8000000000000007,216,-4.399999999999992,106.4,110.8,187,255,29.67032967032967,48.07692307692308,40,20,37.91208791208791,238,-22
Queens,ASun,36.06868131868132,1.75,18.2,15.9,-2.299999999999999,212,-4.099999999999994,107.0,111.1,175,260,28.57142857142857,51.64835164835166,40,20,20.054945054945055,239,-27
Northwestern St.,Slnd,35.972527472527474,0.81,20.2,17.4,-2.8000000000000007,222,-4.799999999999997,103.0,107.8,239,194,46.15384615384615,34.34065934065934,40,20,16.483516483516482,240,-18
Bucknell,PL,35.90384615384615,1.74,18.6,17.0,-1.6000000000000014,226,-5.0,102.8,107.8,245,195,46.15384615384615,32.417582417582416,40,20,26.64835164835165,241,-15
Delaware,CAA,35.46428571428572,1.11,16.6,15.5,-1.1000000000000014,235,-5.699999999999989,109.4,115.1,122,324,10.714285714285714,65.38461538461539,40,20,32.69230769230769,242,-7
Columbia,Ivy,35.33516483516484,2.09,15.4,16.4,0.9999999999999982,278,-9.599999999999994,106.4,116.0,188,336,7.417582417582418,48.07692307692308,40,50,63.73626373626373,243,35
Iona,MAAC,34.91483516483516,0.79,20.9,22.8,1.9000000000000021,257,-7.899999999999991,98.7,106.6,317,168,53.84615384615385,12.912087912087914,40,20,77.74725274725274,244,13
Kansas City,Sum,34.9010989010989,1.38,18.7,17.1,-1.5999999999999979,238,-6.0,100.4,106.4,291,164,54.94505494505495,20.054945054945055,40,20,28.021978021978022,245,-7
Hawaii,BW,34.73626373626374,1.58,20.7,13.1,-7.6,227,-5.1000000000000085,103.1,108.2,237,202,44.230769230769226,34.89010989010989,40,20,0.0,246,-19
William & Mary,CAA,34.708791208791204,1.77,18.1,17.6,-0.5,231,-5.5,107.3,112.8,164,298,17.582417582417584,54.395604395604394,40,20,42.30769230769231,247,-16
IU Indy,Horz,34.51648351648352,0.26,15.7,15.9,0.20000000000000107,312,-13.0,109.8,122.8,112,363,0.27472527472527475,68.95604395604396,40,20,54.94505494505495,248,64
UT Rio Grande Valley,Slnd,34.24175824175824,1.75,19.2,17.6,-1.5999999999999979,234,-5.6000000000000085,105.1,110.7,211,252,30.76923076923077,42.032967032967036,40,20,28.021978021978022,249,-15
Missouri St.,MVC,34.241758241758234,1.19,20.7,19.1,-1.5999999999999979,239,-6.1000000000000085,101.3,107.4,274,188,48.35164835164835,24.45054945054945,40,20,28.021978021978022,250,-11
UT Arlington,WAC,34.15934065934066,1.73,19.2,16.4,-2.8000000000000007,228,-5.199999999999989,107.4,112.6,160,292,19.230769230769234,55.219780219780226,40,20,16.483516483516482,251,-23
Manhattan,MAAC,34.13186813186813,0.85,16.7,15.1,-1.5999999999999996,240,-6.299999999999997,108.9,115.2,136,327,10.164835164835164,62.362637362637365,40,20,27.472527472527474,252,-12
Tarleton St.,WAC,33.994505494505496,0.48,25.1,23.3,-1.8000000000000007,286,-10.5,93.1,103.6,359,105,71.15384615384616,1.3736263736263736,40,20,24.725274725274726,253,33
North Florida,ASun,33.760989010989015,1.53,15.0,14.7,-0.3000000000000007,266,-8.5,109.4,117.9,123,353,2.7472527472527473,65.38461538461539,40,20,46.42857142857143,254,12
Evansville,MVC,33.706043956043956,1.25,17.7,16.7,-1.0,254,-7.600000000000008,98.6,106.2,318,155,57.417582417582416,12.637362637362637,40,20,33.791208791208796,255,-1
Stephen F. Austin,Slnd,33.60989010989011,1.69,22.2,20.2,-2.0,270,-9.0,95.5,104.5,344,122,65.93406593406593,5.4945054945054945,40,20,23.626373626373624,256,14
Siena,MAAC,33.40384615384615,0.42,17.2,18.2,1.0,254,-7.600000000000008,102.8,110.4,246,245,31.59340659340659,32.417582417582416,40,20,64.01098901098901,257,-3
Mercer,SC,33.39010989010988,1.55,16.6,16.8,0.1999999999999993,257,-7.899999999999991,99.4,107.3,303,185,48.9010989010989,16.758241758241756,40,20,53.84615384615385,258,-1
Georgia Southern,SB,33.36263736263736,1.26,19.0,18.4,-0.6000000000000014,249,-6.900000000000006,102.8,109.7,243,235,35.43956043956044,32.417582417582416,40,20,40.10989010989011,259,-10
Jackson St.,SWAC,33.26648351648351,1.48,19.5,17.4,-2.1000000000000014,245,-6.5,100.5,107.0,290,180,50.27472527472527,20.32967032967033,40,20,21.703296703296704,260,-15
Fordham,A10,33.22527472527472,1.88,18.4,16.7,-1.6999999999999993,237,-5.899999999999992,106.2,112.1,193,279,23.35164835164835,46.42857142857143,40,20,25.82417582417583,261,-24
Alabama St.,SWAC,32.97802197802198,1.63,13.1,18.7,5.6,269,-8.900000000000006,101.5,110.4,271,247,31.59340659340659,25.0,40,20,100.0,262,7
Cal St. Bakersfield,BW,32.82692307692308,1.4,18.8,18.9,0.09999999999999787,246,-6.599999999999994,106.2,112.8,191,297,17.582417582417584,46.42857142857143,40,20,52.472527472527474,263,-17
Fresno St.,MWC,32.73076923076923,0.42,17.8,18.0,0.1999999999999993,259,-7.900000000000006,100.8,108.7,285,212,41.75824175824176,21.703296703296704,40,20,53.84615384615385,264,-5
Ball St.,MAC,32.65659340659341,2.38,16.4,14.1,-2.299999999999999,273,-9.200000000000005,103.6,112.8,229,300,17.582417582417584,36.26373626373626,40,50,20.054945054945055,265,8
Texas Southern,SWAC,32.387362637362635,1.74,19.8,19.6,-0.1999999999999993,278,-9.599999999999994,96.7,106.3,337,157,56.31868131868132,6.868131868131869,40,20,48.62637362637363,266,12
Mount St. Mary's,MAAC,32.26373626373626,1.41,21.5,15.6,-5.9,243,-6.399999999999992,100.9,107.3,283,186,48.9010989010989,21.978021978021978,40,20,0.0,267,-24
Harvard,Ivy,32.22252747252747,1.3,17.9,17.7,-0.1999999999999993,256,-7.799999999999997,101.2,109.0,276,221,39.285714285714285,23.35164835164835,40,20,48.62637362637363,268,-12
North Dakota,Sum,32.112637362637365,1.05,16.6,15.0,-1.6000000000000014,264,-8.299999999999997,107.7,116.0,150,337,7.417582417582418,58.51648351648352,40,20,26.64835164835165,269,-5
LIU,NEC,32.03021978021978,1.06,20.1,19.2,-0.9000000000000021,285,-10.400000000000006,95.0,105.4,351,141,60.98901098901099,3.296703296703297,40,20,34.89010989010989,270,15
Navy,PL,31.700549450549453,1.22,16.1,17.8,1.6999999999999993,276,-9.299999999999995,102.3,111.6,252,270,25.82417582417583,30.76923076923077,40,20,74.45054945054946,271,5
Louisiana,SB,31.629120879120883,2.0,16.0,19.1,3.1000000000000014,313,-13.200000000000005,98.1,111.3,325,263,27.747252747252748,10.714285714285714,40,50,91.81318681318682,272,41
Tennessee St.,OVC,31.255494505494504,0.96,21.1,17.4,-3.700000000000003,252,-7.199999999999989,102.4,109.6,251,232,36.26373626373626,31.043956043956044,40,20,1.2637362637362646,273,-21
Marist,MAAC,31.219780219780223,1.18,18.4,16.4,-2.0,273,-9.200000000000005,97.2,106.4,333,160,54.94505494505495,8.516483516483516,40,20,23.626373626373624,274,-1
Charlotte,Amer,31.164835164835164,1.81,15.1,14.6,-0.5,259,-7.900000000000006,104.6,112.5,217,288,20.054945054945055,40.10989010989011,40,20,42.30769230769231,275,-16
Monmouth,CAA,31.123626373626372,1.7,16.2,16.6,0.40000000000000213,267,-8.599999999999994,104.0,112.6,225,293,19.230769230769234,38.18681318681318,40,20,57.96703296703297,276,-9
Colgate,PL,31.082417582417584,1.27,16.7,16.3,-0.3999999999999986,261,-8.0,104.7,112.7,216,295,18.681318681318682,40.65934065934066,40,20,45.604395604395606,277,-16
Austin Peay,ASun,31.0,0.94,14.8,16.8,2.0,280,-9.700000000000005,101.7,111.4,263,264,27.472527472527474,26.098901098901102,40,20,78.57142857142857,278,2
Sacred Heart,MAAC,30.94505494505494,1.24,17.7,17.6,-0.09999999999999787,262,-8.100000000000009,104.8,112.9,214,303,16.758241758241756,41.208791208791204,40,20,51.098901098901095,279,-17
Eastern Illinois,OVC,30.615384615384613,1.05,18.7,20.8,2.1000000000000014,315,-13.299999999999995,93.7,107.0,357,178,50.27472527472527,1.9230769230769231,40,20,79.12087912087912,280,35
Houston Christian,Slnd,30.230769230769234,0.83,18.0,17.9,-0.10000000000000142,270,-9.0,100.9,109.9,284,240,33.791208791208796,21.978021978021978,40,20,50.0,281,-11
UMBC,AE,29.94230769230769,1.72,15.9,17.4,1.4999999999999982,299,-11.599999999999994,106.5,118.1,183,355,2.4725274725274726,48.9010989010989,40,20,70.6043956043956,282,17
Georgia St.,SB,29.708791208791208,1.74,16.8,13.0,-3.8000000000000007,262,-8.100000000000009,106.6,114.7,182,319,12.362637362637363,50.0,40,20,0.0,283,-21
Gardner Webb,BSth,29.626373626373628,1.76,20.7,14.8,-5.899999999999999,264,-8.299999999999997,103.0,111.3,238,262,27.747252747252748,34.34065934065934,40,20,0.0,284,-20
Saint Peter's,MAAC,29.282967032967036,1.18,20.6,17.7,-2.900000000000002,297,-11.400000000000006,95.0,106.4,352,163,54.94505494505495,3.296703296703297,40,20,16.208791208791208,285,12
Idaho,BSky,29.255494505494507,0.72,17.9,15.1,-2.799999999999999,281,-9.799999999999995,107.2,117.0,169,345,4.945054945054945,53.02197802197802,40,20,17.307692307692307,286,-5
Lehigh,PL,29.20054945054945,1.6,15.6,16.1,0.5000000000000018,283,-10.299999999999995,100.7,111.0,286,258,29.120879120879124,21.428571428571427,40,20,60.71428571428571,287,-4
Eastern Michigan,MAC,29.021978021978022,1.8,18.7,17.8,-0.8999999999999986,277,-9.300000000000011,104.6,113.9,218,313,14.010989010989011,40.10989010989011,40,20,35.714285714285715,288,-11
Lafayette,PL,28.9532967032967,1.12,16.6,16.7,0.09999999999999787,291,-10.800000000000011,98.1,108.9,323,215,40.38461538461539,10.714285714285714,40,20,52.472527472527474,289,2
Bowling Green,MAC,28.417582417582416,1.27,17.5,17.4,-0.10000000000000142,289,-10.599999999999994,99.2,109.8,309,238,34.61538461538461,15.10989010989011,40,20,50.0,290,-1
Western Michigan,MAC,28.266483516483518,1.23,15.8,16.6,0.8000000000000007,290,-10.700000000000005,101.7,112.4,269,284,21.153846153846153,26.098901098901102,40,20,61.81318681318682,291,-1
Bethune Cookman,SWAC,28.142857142857142,1.6,19.5,16.7,-2.8000000000000007,286,-10.5,97.5,108.0,331,197,45.604395604395606,8.791208791208792,40,20,16.483516483516482,292,-6
VMI,SC,27.950549450549453,0.74,18.0,17.6,-0.3999999999999986,286,-10.5,100.3,110.8,292,254,29.67032967032967,19.230769230769234,40,20,45.604395604395606,293,-7
Old Dominion,SB,27.95054945054945,1.41,16.9,16.0,-0.8999999999999986,282,-10.200000000000005,100.3,110.5,293,250,31.318681318681318,19.230769230769234,40,20,35.714285714285715,294,-12
Portland,WCC,27.895604395604394,1.92,18.0,13.2,-4.800000000000001,270,-9.0,105.9,114.9,200,320,11.813186813186812,44.505494505494504,40,20,0.0,295,-25
Charleston Southern,BSth,27.86263736263736,2.25,19.9,13.5,-6.399999999999999,302,-12.200000000000005,99.7,111.9,300,277,23.9010989010989,17.307692307692307,40,50,0.0,296,6
San Diego,WCC,27.59340659340659,0.54,18.4,18.5,0.10000000000000142,296,-11.399999999999991,99.4,110.8,302,256,29.67032967032967,16.758241758241756,40,20,53.2967032967033,297,-1
Lindenwood,OVC,27.497252747252745,0.96,17.9,19.4,1.5,327,-14.600000000000009,94.3,108.9,354,217,40.38461538461539,2.7472527472527473,40,20,71.15384615384616,298,29
